discipline_root,discipline_scope,approval_year,project_type,completed_layer_sample_count,rule_coverage_status,rule_confidence,anchor_collection_priority,required_next_evidence,warning
E,E12,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2014,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
